TournamentId,GameId,TournamentName,StartDate,EndDate,Location,Teamplay,TotalUSDPrize,GameName,Year
72698,534,Tempz x jkv Solo Girl Tournament,2025-06-14,2025-06-14,Europe,0,300.00,Fortnite,2025
72697,534,Xplosion Reload Victory Cup,2025-06-14,2025-06-14,Europe,0,1155.52,Fortnite,2025
72696,534,Amira x Scar All Girls Cup,2025-06-13,2025-06-13,Europe,1,300.00,Fortnite,2025
72686,839,EDU ESPORTS Uczelnie 2024/2025: Main League Finals,2025-06-13,2025-06-13,"Poland, Poznań",1,2720.70,Counter-Strike 2,2025
72702,547,Hyperbullet Chess Championship 2025,2025-06-12,2025-06-13,World,0,2400.00,Chess.com,2025
72685,839,Russian Esports Championship 2025: Regular Season,2025-05-17,2025-06-13,Russia,1,10625.00,Counter-Strike 2,2025
72886,839,A1 Adria League Spring 2025,2025-06-06,2025-06-08,Europe,1,3421.36,Counter-Strike 2,2025
72679,839,Asia Junior League Jubilant Cup #1,2025-06-06,2025-06-08,Asia,1,3338.17,Counter-Strike 2,2025
72681,839,COLIZEUM Atyrau Birthday Cup 2025,2025-06-08,2025-06-08,"Kazakhstan, Atyrau",1,588.00,Counter-Strike 2,2025
72519,409,Dutch Student League Season 4,2025-03-10,2025-06-08,Online,1,1139.06,Rocket League,2025
72677,839,European Pro League Season 25,2025-05-22,2025-06-08,Online,1,20000.00,Counter-Strike 2,2025
72683,853,GeoGraf 2025,2025-06-07,2025-06-08,Poland,0,10638.82,GeoGuessr,2025
72678,839,Good Game-ligaen Spring Final 2025,2025-05-30,2025-06-08,Norway,1,1977.40,Counter-Strike 2,2025
72532,409,Good Game-ligaen: Spring 2025 - Playoffs,2025-06-05,2025-06-08,Online,1,988.60,Rocket League,2025
72680,839,H.4.0.S: TEAMRUSH,2025-06-07,2025-06-08,Warsaw,1,2327.24,Counter-Strike 2,2025
72684,534,Lost Legends Cup - June 2025,2025-06-08,2025-06-08,Europe,1,19615.76,Fortnite,2025
73111,559,Penguin SG 4v4 Tournament #2,2025-06-08,2025-06-08,Online,1,100.00,Minecraft,2025
72497,409,RLCS 2025 - Raleigh Major: NA 1v1 Open,2025-05-30,2025-06-08,Online,0,100900.00,Rocket League,2025
72494,409,RLCS 2025 - Raleigh Major: OCE 1v1 Open,2025-05-30,2025-06-08,Online,0,42200.00,Rocket League,2025
72491,409,RLCS 2025 - Raleigh Major: SSA 1v1 Open,2025-05-31,2025-06-08,Online,0,24000.00,Rocket League,2025
72676,839,ESV Latam Series 2025,2025-04-09,2025-06-07,North America,1,2000.00,Counter-Strike 2,2025
72515,409,POP Esports Masters Season 6 - Finals,2025-06-07,2025-06-07,"Luxembourg, Luxembourg",1,5696.60,Rocket League,2025
72493,409,RLCS 2025 - Raleigh Major: MENA 1v1 Open,2025-05-29,2025-06-07,Online,0,42200.00,Rocket League,2025
72885,839,United21 Season 32,2025-05-20,2025-06-06,Online,1,10000.00,Counter-Strike 2,2025
72675,839,A1 Student eChallenge Summer 2025,2025-06-04,2025-06-05,Croatia,1,1285.11,Counter-Strike 2,2025
72520,409,AEL University - 2025 Season 1: Elite Series,2025-05-28,2025-06-04,Online,1,1510.46,Rocket League,2025
73197,409,JohnnyBoi_i Showmatch: Rw9 vs diaz,2025-06-04,2025-06-04,Online,0,300.00,Rocket League,2025
72674,839,YGames PRO Series 2025,2025-04-28,2025-06-04,Europe,1,28459.49,Counter-Strike 2,2025
72505,409,Italian Rocket Championship Season 12 - Split 2: Playoffs,2025-05-30,2025-06-02,"Catania, Italy",1,2514.65,Rocket League,2025
72872,839,CCT Season 3 EU #2,2025-05-20,2025-06-01,Online,1,50000.00,Counter-Strike 2,2025
72672,839,Circuito Retake Season 10,2025-05-31,2025-06-01,"Portugal, Vila Nova de Gaia",1,4539.05,Counter-Strike 2,2025
72670,839,Conquest of Prague 2025,2025-05-30,2025-06-01,"Czechia, Prague",1,34610.18,Counter-Strike 2,2025
72673,839,Defuse the Stigma,2025-05-30,2025-06-01,North America,1,5000.00,Counter-Strike 2,2025
73113,559,drAAft,2025-05-17,2025-06-01,Online,0,100.00,Minecraft,2025
72884,231,DreamLeague Season 26,2025-05-19,2025-06-01,Online,1,750000.00,Dota 2,2025
73115,559,Penguin SG 3v3 Tournament #1,2025-06-01,2025-06-01,Online,1,100.00,Minecraft,2025
72907,409,RLCS 2025 - Raleigh Major: APAC Open 6,2025-05-24,2025-06-01,Online,1,24900.00,Rocket League,2025
72465,409,RLCS 2025 - Raleigh Major: EU Open 6,2025-05-23,2025-06-01,Online,1,109800.00,Rocket League,2025
72468,409,RLCS 2025 - Raleigh Major: SAM Open 6,2025-05-24,2025-06-01,Online,1,60900.00,Rocket League,2025
72671,839,The Spark Cup #2,2025-05-31,2025-06-01,Oceania,1,1286.20,Counter-Strike 2,2025
73134,559,Twitch Rivals: MC Championship LIVE at TwitchCon Europe 2025,2025-06-01,2025-06-01,"Rotterdam, The Netherlands",1,50000.00,Minecraft,2025
72668,839,Esports Kings 2025,2025-05-30,2025-05-31,"Romania, Craiova",1,6808.56,Counter-Strike 2,2025
72667,839,Exort Series #11,2025-05-11,2025-05-31,Europe,1,10000.00,Counter-Strike 2,2025
72810,839,Galaxy Battle 2025 // Phase 2,2025-05-11,2025-05-31,Online,1,50000.00,Counter-Strike 2,2025
72666,839,Gamers Club Liga Série A: May 2025,2025-05-08,2025-05-31,Online,1,1745.30,Counter-Strike 2,2025
72669,839,PXB Masters,2025-05-31,2025-05-31,Sweden,1,3127.80,Counter-Strike 2,2025
72811,534,Twitch Rivals: Cracked Cup 2025,2025-05-31,2025-05-31,"Netherlands, Rotterdam",1,75000.00,Fortnite,2025
72665,839,Ace League Season 1: Split #3 - Division 1,2025-05-05,2025-05-29,Europe,1,787.05,Counter-Strike 2,2025
72849,534,C6S3: Fortnite Performance Evaluation - S4: EU,2025-05-29,2025-05-29,Online,1,4800.00,Fortnite,2025
72850,534,C6S3: Fortnite Performance Evaluation - S4: NAC,2025-05-29,2025-05-29,Online,1,4800.00,Fortnite,2025
72473,409,Monthly Cash Cup: 2v2 May - APAC,2025-05-28,2025-05-29,Online,1,4600.00,Rocket League,2025
72474,409,Monthly Cash Cup: 2v2 May - EU,2025-05-27,2025-05-29,Online,1,7800.00,Rocket League,2025
72475,409,Monthly Cash Cup: 2v2 May - NA,2025-05-27,2025-05-29,Online,1,7800.00,Rocket League,2025
72477,409,Monthly Cash Cup: 2v2 May - OCE,2025-05-27,2025-05-29,Online,1,6400.00,Rocket League,2025
72481,409,Monthly Cash Cup: 2v2 May - SAM,2025-05-27,2025-05-29,Online,1,6400.00,Rocket League,2025
72478,409,Monthly Cash Cup: 2v2 May - SSA,2025-05-28,2025-05-29,Online,1,4600.00,Rocket League,2025
72516,409,POP Esports Masters Season 6 - League Play,2025-04-22,2025-05-29,Online,1,1284.56,Rocket League,2025
72862,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 3: EU,2025-05-28,2025-05-28,Online,1,28800.00,Fortnite,2025
72863,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 3: NAC,2025-05-28,2025-05-28,Online,1,28800.00,Fortnite,2025
72472,409,Monthly Cash Cup: 2v2 May - MENA,2025-05-26,2025-05-28,Online,1,6400.00,Rocket League,2025
72883,839,YaLLa Compass Spring 2025,2025-04-28,2025-05-27,Online,1,25000.00,Counter-Strike 2,2025
72880,839,Comic Con Baltics 2025 (CS2),2025-05-09,2025-05-25,Vilnius,1,3411.00,Counter-Strike 2,2025
72663,839,Dust2.in Masters #22,2025-05-25,2025-05-25,India,1,1500.00,Counter-Strike 2,2025
72820,839,ESL Impact League Season 7,2025-05-22,2025-05-25,Online,1,123000.00,Counter-Strike 2,2025
72664,534,GOTY Pro-Am,2025-05-25,2025-05-25,Europe,1,1225.00,Fortnite,2025
72881,839,IEM 2025 - Dallas,2025-05-19,2025-05-25,"United States, Dallas",1,300000.00,Counter-Strike 2,2025
72429,409,RLCS 2025 - Raleigh Major: NA Open 6,2025-05-16,2025-05-25,Online,1,109800.00,Rocket League,2025
72471,409,RLCS 2025 - Raleigh Major: OCE Open 6,2025-05-17,2025-05-25,Online,1,44400.00,Rocket League,2025
72927,409,RLCS 2025 - Raleigh Major: SSA Open 6,2025-05-17,2025-05-25,Online,1,24900.00,Rocket League,2025
72501,409,RLN Super Series: Playoffs - Spring 2025,2025-05-24,2025-05-25,Online,1,801.02,Rocket League,2025
72882,547,Road to Esports World Cup Chess,2025-05-23,2025-05-25,World,0,20250.00,Chess.com,2025
72662,839,UPGrade Club Tournament Season 5,2025-05-24,2025-05-25,Uzbekistan,1,240.00,Counter-Strike 2,2025
72658,839,Almaty Cyber Games Cup 2025,2025-05-24,2025-05-24,"Kazakhstan, Almaty",1,3920.00,Counter-Strike 2,2025
72502,409,Comic Con Baltics 2025,2025-05-24,2025-05-24,"Vilnius, Lithuania",1,1705.22,Rocket League,2025
72875,839,Elisa Nordic Championship 2025,2025-05-20,2025-05-24,"Finland, Vaasa",1,100000.00,Counter-Strike 2,2025
73121,559,FunnieWars ALL-STARS May 24 2025,2025-05-24,2025-05-24,Online,1,250.00,Minecraft,2025
72459,839,GamePoint PRO League Season 4,2025-05-24,2025-05-24,Tashkent,1,800.00,Counter-Strike 2,2025
72877,853,GeoGuessr World Cup 2025 - Americas Major,2025-05-23,2025-05-24,"United States, Dallas",0,17500.00,GeoGuessr,2025
72661,534,Red Bull Rift Rulers,2025-05-24,2025-05-24,"Switzerland, Lucerne",1,6086.65,Fortnite,2025
72469,409,RLCS 2025 - Raleigh Major: MENA Open 6,2025-05-16,2025-05-24,Online,1,61200.00,Rocket League,2025
72879,547,Champions Chess Tour 2025 - Chess.com Classic,2025-05-18,2025-05-23,World,0,144000.00,Chess.com,2025
72659,534,Keebab's GeForce RTX Invitational,2025-05-23,2025-05-23,Europe,1,5646.60,Fortnite,2025
72847,534,C6S3: Fortnite Performance Evaluation - S3: EU,2025-05-22,2025-05-22,Online,1,4800.00,Fortnite,2025
72848,534,C6S3: Fortnite Performance Evaluation - S3: NAC,2025-05-22,2025-05-22,Online,1,4800.00,Fortnite,2025
72860,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 2: EU,2025-05-21,2025-05-21,Online,1,28800.00,Fortnite,2025
72861,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 2: NAC,2025-05-21,2025-05-21,Online,1,28800.00,Fortnite,2025
72513,409,RLN Super Series: Cupen - Spring 2025,2025-03-12,2025-05-21,Online,1,266.39,Rocket League,2025
72443,839,Good Game-ligaen Spring 2025,2025-03-31,2025-05-19,Norway,1,1927.40,Counter-Strike 2,2025
72444,839,Rainbet Cup,2025-05-07,2025-05-19,Europe,1,50000.00,Counter-Strike 2,2025
72864,839,CCT Season 3 EU Series #1,2025-05-06,2025-05-18,Online,1,50000.00,Counter-Strike 2,2025
72439,839,DACH CS Masters Season 3: Division 2,2025-03-06,2025-05-18,Germany,1,1255.86,Counter-Strike 2,2025
72438,839,DACH CS Masters Season 3: Division 3,2025-03-03,2025-05-18,Germany,1,669.79,Counter-Strike 2,2025
72876,853,GeoGuessr World Cup 2025 - APAC Major,2025-05-18,2025-05-18,Japan; Tokyo,0,17500.00,GeoGuessr,2025
72435,839,PGL Astana 2025,2025-05-10,2025-05-18,"Kazakhstan, Astana",1,625000.00,Counter-Strike 2,2025
72657,164,Rift Legends 2025 Spring,2025-04-08,2025-05-18,Warsaw,1,11163.20,League of Legends,2025
72378,409,RLCS 2025 - Raleigh Major: APAC Open 5,2025-05-10,2025-05-18,Online,1,24900.00,Rocket League,2025
72360,409,RLCS 2025 - Raleigh Major: EU Open 5,2025-05-09,2025-05-18,Online,1,109800.00,Rocket League,2025
72376,409,RLCS 2025 - Raleigh Major: SAM Open 5,2025-05-10,2025-05-18,Online,1,61200.00,Rocket League,2025
72434,839,United21 Season 31,2025-04-30,2025-05-18,Online,1,10000.00,Counter-Strike 2,2025
72437,839,Vodafone Talent League Spring 2025,2025-05-18,2025-05-18,Prague,1,1569.05,Counter-Strike 2,2025
72433,839,XSE Pro League Season 4,2025-05-17,2025-05-18,"China, Chengdu",1,10000.00,Counter-Strike 2,2025
72656,534,Alvi x Rubix Zonewars #2,2025-05-17,2025-05-17,Europe,1,3907.13,Fortnite,2025
72436,839,Bredband2 Cup,2025-05-17,2025-05-17,Sweden,1,1023.40,Counter-Strike 2,2025
72869,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: AS,2025-05-17,2025-05-17,Online,1,2200.00,Fortnite,2025
72868,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: BR,2025-05-17,2025-05-17,Online,1,2800.00,Fortnite,2025
72865,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: EU,2025-05-17,2025-05-17,Online,1,6000.00,Fortnite,2025
72870,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: ME,2025-05-17,2025-05-17,Online,1,2400.00,Fortnite,2025
72866,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: NAC,2025-05-17,2025-05-17,Online,1,5800.00,Fortnite,2025
72867,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: NAW,2025-05-17,2025-05-17,Online,1,2800.00,Fortnite,2025
72871,534,Chapter 6 Season 3: Duos Console Victory Cup - Week 1: OCE,2025-05-17,2025-05-17,Online,1,2200.00,Fortnite,2025
72857,839,Digital Warriors Spring 2025,2025-05-17,2025-05-17,Budapest,1,2216.00,Counter-Strike 2,2025
72467,409,Rival Rush Season 1: Grand Finals,2025-05-16,2025-05-17,"Cologne, Germany",1,5637.76,Rocket League,2025
72442,839,Asian Champions League 2025,2025-05-06,2025-05-16,"China - Yanchen, Shanghai",1,268000.00,Counter-Strike 2,2025
72845,534,C6S3: Fortnite Performance Evaluation - S2: EU,2025-05-16,2025-05-16,Online,1,4800.00,Fortnite,2025
72846,534,C6S3: Fortnite Performance Evaluation - S2: NAC,2025-05-16,2025-05-16,Online,1,4800.00,Fortnite,2025
72441,839,European Pro League Season 27: Division 2 (CS2),2025-04-29,2025-05-16,Online,1,10000.00,Counter-Strike 2,2025
72440,839,SGL Season 4: Starfire,2025-04-17,2025-05-16,Europe,1,1736.45,Counter-Strike 2,2025
72841,839,Thunderpick World Championship 2025: NA Series #1,2025-05-08,2025-05-16,Online,1,25000.00,Counter-Strike 2,2025
72655,534,"99 Kill Lead for $25,000",2025-05-14,2025-05-14,North America,0,25000.00,Fortnite,2025
72859,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 1: AS,2025-05-14,2025-05-14,Online,1,9900.00,Fortnite,2025
72858,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 1: BR,2025-05-14,2025-05-14,Online,1,9900.00,Fortnite,2025
72854,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 1: EU,2025-05-14,2025-05-14,Online,1,28800.00,Fortnite,2025
72855,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 1: NAC,2025-05-14,2025-05-14,Online,1,28800.00,Fortnite,2025
72856,534,Chapter 6 Season 3: FNCS Showdown Cup - Week 1: NAW,2025-05-14,2025-05-14,Online,1,9900.00,Fortnite,2025
72654,534,Art'Arena - Grand Finals,2025-05-12,2025-05-12,Online,1,2246.96,Fortnite,2025
72445,839,A1 Gaming League Season 10,2025-03-07,2025-05-11,Online,1,17263.20,Counter-Strike 2,2025
72357,231,BLAST Slam III,2025-05-06,2025-05-11,"Copenhagen, Denmark",1,750000.00,Dota 2,2025
72456,839,ESL Challenger League Season 49: Europe,2025-01-21,2025-05-11,Online,1,100000.00,Counter-Strike 2,2025
72458,839,ESL Challenger League Season 49: North America,2025-01-21,2025-05-11,Online,1,80000.00,Counter-Strike 2,2025
72457,839,ESL Challenger League Season 49: South America,2025-01-21,2025-05-11,Online,1,59100.00,Counter-Strike 2,2025
72446,839,Master League Portugal Season 16,2025-05-09,2025-05-11,Óbidos,1,6752.16,Counter-Strike 2,2025
73109,559,MCSR Ranked Playoffs Season 7,2025-05-03,2025-05-11,Online,0,5000.00,Minecraft,2025
72325,409,RLCS 2025 - Raleigh Major: NA Open 5,2025-05-02,2025-05-11,Online,1,109800.00,Rocket League,2025
72359,409,RLCS 2025 - Raleigh Major: OCE Open 5,2025-05-03,2025-05-11,Online,1,42600.00,Rocket League,2025
72428,409,RLCS 2025 - Raleigh Major: SSA Open 5,2025-05-03,2025-05-11,Online,1,24900.00,Rocket League,2025
72351,510,AOE League Spring Cup 2025: League 1,2025-03-09,2025-05-10,Online,0,12702.82,Age of Empires,2025
72853,839,Digital Warriors Spring 2025: Online Stage,2025-04-19,2025-05-10,Hungary,1,1668.00,Counter-Strike 2,2025
72851,534,Fortnite Champion Series 2025 - Pro-Am,2025-05-10,2025-05-10,"Los Angeles, USA",1,500000.00,Fortnite,2025
72852,839,kleverr Esporto A Lyga Season 1,2025-03-16,2025-05-10,Lithuania,1,1350.43,Counter-Strike 2,2025
72358,409,RLCS 2025 - Raleigh Major: MENA Open 5,2025-05-02,2025-05-10,Online,1,61200.00,Rocket League,2025
72844,534,C6S3: Fortnite Performance Evaluation - S1: EU,2025-05-09,2025-05-09,Online,1,4800.00,Fortnite,2025
72843,534,C6S3: Fortnite Performance Evaluation - S1: NAC,2025-05-09,2025-05-09,Online,1,4800.00,Fortnite,2025
72652,839,Exort Series #10,2025-04-17,2025-05-08,Europe,1,10000.00,Counter-Strike 2,2025
72455,839,LanDaLan #2,2025-05-05,2025-05-08,"Moscow, Russia",1,50000.00,Counter-Strike 2,2025
72839,839,Thunderpick World Championship 2025: EU Series #1,2025-04-28,2025-05-07,Online,1,25000.00,Counter-Strike 2,2025
72514,409,Italian Rocket Championship Season 12 - Split 2: Swiss,2025-05-06,2025-05-06,Online,1,1815.04,Rocket League,2025
72842,566,ALGS 2025 Open,2025-05-01,2025-05-04,New Orleans,1,1000000.00,Apex Legends,2025
72838,839,BetBoom Streamers Battle #2,2025-04-26,2025-05-04,Online,1,34069.50,Counter-Strike 2,2025
72452,839,BLAST Rivals Spring 2025,2025-04-30,2025-05-04,Copenhagen,1,350000.00,Counter-Strike 2,2025
72485,409,CECC - Finals 2025,2025-05-02,2025-05-04,"Arlington, United States",1,2500.00,Rocket League,2025
72447,839,ESL Challenger League Season 49: Asia,2025-01-21,2025-05-04,Online,1,40000.00,Counter-Strike 2,2025
72448,839,ESL Challenger League Season 49: Oceania,2025-01-22,2025-05-04,Online,1,9850.00,Counter-Strike 2,2025
72506,409,Fragster League - Season 3,2025-01-20,2025-05-04,Online,1,1129.76,Rocket League,2025
72451,839,INUI Showdown Series #1,2025-05-01,2025-05-04,Online,1,50000.00,Counter-Strike 2,2025
72504,409,Italian Rocket Championship Season 12 - Split 1: Playoffs,2025-05-01,2025-05-04,"Naples, Italy",1,2485.49,Rocket League,2025
72453,839,kleverr Virslīga Season 4,2025-03-02,2025-05-04,Riga,1,1356.17,Counter-Strike 2,2025
72533,409,Kuusiliiga - Season 2,2025-03-03,2025-05-04,Online,1,677.86,Rocket League,2025
72837,839,MESA Nomadic Masters Spring 2025,2025-04-30,2025-05-04,"Ulaanbaatar, Mongolia",1,250000.00,Counter-Strike 2,2025
72454,839,NA Revival Series #6,2025-05-03,2025-05-04,Online,1,5000.00,Counter-Strike 2,2025
72450,839,Paramigo Cup #2,2025-04-28,2025-05-04,Online,1,3000.00,Counter-Strike 2,2025
72377,409,RLCS 2025 - Raleigh Major: APAC Open 4,2025-04-26,2025-05-04,Online,1,24900.00,Rocket League,2025
72279,409,RLCS 2025 - Raleigh Major: EU Open 4,2025-04-25,2025-05-04,Online,1,106200.00,Rocket League,2025
72324,409,RLCS 2025 - Raleigh Major: SAM Open 4,2025-04-26,2025-05-04,Online,1,58800.00,Rocket League,2025
73128,559,"$10,000 Every Explosion You Survive",2025-05-03,2025-05-03,Online,0,60000.00,Minecraft,2025
72538,510,AOE League Spring Cup 2025: League 2,2025-03-09,2025-05-03,Vietnam,0,2671.78,Age of Empires,2025
72432,839,Ca$hgrab Cup,2025-05-02,2025-05-03,Online,1,5650.70,Counter-Strike 2,2025
72449,839,EU Cyber League Spring 2025,2025-05-03,2025-05-03,Kyiv,1,720.00,Counter-Strike 2,2025
72836,839,FiReLEAGUE Buenos Aires 2025,2025-05-02,2025-05-02,Buenos Aires,1,100000.00,Counter-Strike 2,2025
72392,839,Ace League Season 1: Split 2 - Division 1,2025-04-07,2025-05-01,Europe,1,792.52,Counter-Strike 2,2025
72796,839,Galaxy Battle 2025 // Phase 1,2025-04-11,2025-05-01,Online,1,50000.00,Counter-Strike 2,2025
72650,534,KPI Cup,2025-05-01,2025-05-01,Online,1,226.44,Fortnite,2025
72649,534,The Milk Cup 2025: Series 1,2025-05-01,2025-05-01,Online,1,30000.00,Fortnite,2025
72831,534,Chapter 6 Season 2: PlayStation Cup - Asia,2025-04-30,2025-04-30,Online,0,12500.00,Fortnite,2025
72832,534,Chapter 6 Season 2: PlayStation Cup - Brazil,2025-04-30,2025-04-30,Online,0,25000.00,Fortnite,2025
72835,534,Chapter 6 Season 2: PlayStation Cup - Europe,2025-04-30,2025-04-30,Online,0,100000.00,Fortnite,2025
72830,534,Chapter 6 Season 2: PlayStation Cup - Middle East,2025-04-30,2025-04-30,Online,0,12500.00,Fortnite,2025
72834,534,Chapter 6 Season 2: PlayStation Cup - NA Central,2025-04-30,2025-04-30,Online,0,62500.00,Fortnite,2025
72833,534,Chapter 6 Season 2: PlayStation Cup - NA West,2025-04-30,2025-04-30,Online,0,25000.00,Fortnite,2025
72829,534,Chapter 6 Season 2: PlayStation Cup - Oceania,2025-04-30,2025-04-30,Online,0,12500.00,Fortnite,2025
72393,839,Contest Pro League Season 5,2025-04-23,2025-04-30,Online,1,3432.00,Counter-Strike 2,2025
72368,839,Dust2.us Eagle Masters Series #1,2025-04-07,2025-04-30,Online,1,10000.00,Counter-Strike 2,2025
72804,534,Chapter 6 Season 2: Solo Cash Cup - Week 8: EU,2025-04-29,2025-04-29,Online,0,32000.00,Fortnite,2025
72803,534,Chapter 6 Season 2: Solo Cash Cup - Week 8: NAC,2025-04-29,2025-04-29,Online,0,20000.00,Fortnite,2025
72795,839,Gamers Club Liga Série B: April 2025,2025-04-09,2025-04-28,Online,1,228.58,Counter-Strike 2,2025
72387,839,CCT Season 2 Global Finals,2025-04-24,2025-04-27,Europe,1,150000.00,Counter-Strike 2,2025
72384,839,E-spordi Meistriliiga Season 2,2025-03-02,2025-04-27,Estonia,1,1365.65,Counter-Strike 2,2025
72385,839,Elisa Open Suomi Season 9,2025-03-16,2025-04-27,Finland,1,5690.20,Counter-Strike 2,2025
72391,839,ELITE FE #3,2025-04-27,2025-04-27,Online,1,1138.04,Counter-Strike 2,2025
72828,534,FNCS: Major 2 2025 - Grand Finals: Asia,2025-04-26,2025-04-27,Online,1,90000.00,Fortnite,2025
72827,534,FNCS: Major 2 2025 - Grand Finals: Brazil,2025-04-26,2025-04-27,Online,1,180000.00,Fortnite,2025
72824,534,FNCS: Major 2 2025 - Grand Finals: Europe,2025-04-26,2025-04-27,Online,1,816000.00,Fortnite,2025
72825,534,FNCS: Major 2 2025 - Grand Finals: NA Central,2025-04-26,2025-04-27,Online,1,562500.00,Fortnite,2025
72826,534,FNCS: Major 2 2025 - Grand Finals: NA West,2025-04-26,2025-04-27,Online,1,181800.00,Fortnite,2025
72823,839,Fragadelphia x LVL UP EXPO 2025,2025-04-25,2025-04-27,"United States, Las Vegas",1,10000.00,Counter-Strike 2,2025
72388,839,Gamebox Masters 2025,2025-04-25,2025-04-27,Herning,1,7611.50,Counter-Strike 2,2025
72389,839,GAMEON Productivity and Technology Tournament,2025-04-26,2025-04-27,Ankara,1,10404.00,Counter-Strike 2,2025
72822,839,IEM 2025 - Melbourne,2025-04-21,2025-04-27,Melbourne,1,300000.00,Counter-Strike 2,2025
72840,839,Intel Grand Slam Season 5,2023-04-17,2025-04-27,Worldwide,1,1000000.00,Counter-Strike 2,2025
72289,231,PGL Wallachia Season 4,2025-04-19,2025-04-27,"Bucharest, Romania",1,1000000.00,Dota 2,2025
72288,409,RLCS 2025 - Raleigh Major: NA Open 4,2025-04-18,2025-04-27,Online,1,106200.00,Rocket League,2025
72321,409,RLCS 2025 - Raleigh Major: OCE Open 4,2025-04-19,2025-04-27,Online,1,44400.00,Rocket League,2025
72426,409,RLCS 2025 - Raleigh Major: SSA Open 4,2025-04-19,2025-04-27,Online,1,24900.00,Rocket League,2025
72390,839,SAW Esports Arena Spring Cup 2025,2025-04-25,2025-04-27,Vila Nova de Gaia,1,1707.07,Counter-Strike 2,2025
72319,839,United21 Season 30,2025-04-10,2025-04-27,Online,1,10000.00,Counter-Strike 2,2025
72383,839,Battle of Baltics 2025,2025-04-26,2025-04-26,Riga,1,1704.83,Counter-Strike 2,2025
72361,839,GG Arena Spring 2025,2025-04-26,2025-04-26,Kaunas,1,1704.84,Counter-Strike 2,2025
72316,409,RLCS 2025 - Raleigh Major: MENA Open 4,2025-04-18,2025-04-26,Online,1,60300.00,Rocket League,2025
72386,839,UPGrade Club Tournament Season 4,2025-04-25,2025-04-26,Uzbekistan,1,240.00,Counter-Strike 2,2025
72381,839,European Pro League Season 24,2025-04-08,2025-04-25,Online,1,20000.00,Counter-Strike 2,2025
72382,839,Gamers Club Liga Série A: April 2025,2025-04-08,2025-04-25,Online,1,1760.40,Counter-Strike 2,2025
72237,510,Jiangxi Cup 2025: 1v1 Assyrians,2025-04-19,2025-04-24,"Jiangxi, China",0,6202.82,Age of Empires,2025
72236,510,Jiangxi Cup 2025: 1v1 Shang,2025-04-19,2025-04-24,"Jiangxi, China",0,6202.82,Age of Empires,2025
72239,510,Jiangxi Cup 2025: 2v2 Assyrians,2025-04-22,2025-04-24,"Jiangxi, China",1,8000.57,Age of Empires,2025
72241,510,Jiangxi Cup 2025: 2v2 Shang,2025-04-21,2025-04-24,"Jiangxi, China",1,8000.57,Age of Empires,2025
72238,510,Jiangxi Cup 2025: 3v3 Shang,2025-04-23,2025-04-24,"Jiangxi, China",1,4940.30,Age of Empires,2025
72240,409,Monthly Cash Cup: 1v1 April - APAC,2025-04-22,2025-04-24,Online,0,2300.00,Rocket League,2025
72246,409,Monthly Cash Cup: 1v1 April - Europe,2025-04-22,2025-04-24,Online,0,3900.00,Rocket League,2025
72234,409,Monthly Cash Cup: 1v1 April - NA,2025-04-22,2025-04-24,Online,0,3900.00,Rocket League,2025
72249,409,Monthly Cash Cup: 1v1 April - OCE,2025-04-22,2025-04-24,Online,0,3200.00,Rocket League,2025
72250,409,Monthly Cash Cup: 1v1 April - SAM,2025-04-22,2025-04-24,Online,0,3200.00,Rocket League,2025
72235,409,Monthly Cash Cup: 1v1 April - SSA,2025-04-22,2025-04-24,Online,0,2300.00,Rocket League,2025
72380,839,GAMESPHERE Students Edition 2025,2025-04-20,2025-04-23,Algiers,1,1661.00,Counter-Strike 2,2025
72251,409,Monthly Cash Cup: 1v1 April - MENA,2025-04-21,2025-04-23,Online,0,3200.00,Rocket League,2025
72749,534,C6S2: Fortnite Performance Evaluation - S9: EU,2025-04-22,2025-04-22,Online,1,4800.00,Fortnite,2025
72750,534,C6S2: Fortnite Performance Evaluation - S9: NAC,2025-04-22,2025-04-22,Online,1,4800.00,Fortnite,2025
72648,534,GFightInvitational 2025,2025-04-22,2025-04-22,France,1,28712.50,Fortnite,2025
72379,839,Off Season Shenanigans Season 7,2025-03-17,2025-04-22,North America,1,2500.00,Counter-Strike 2,2025
72528,510,AOE Trung Việt - Bá Tước Minh Nam 2025: 4v4 Shang,2025-04-21,2025-04-21,Vietnam & China,1,4934.16,Age of Empires,2025
72646,534,AussieAntics $15k Cup,2025-04-21,2025-04-21,Oceania,1,12000.00,Fortnite,2025
